25,25625,32625,10625,3200,750
50,51250,33250,11250,6400,1600
100,102500,34500,12500,12800,3400
200,205000,37000,15000,25600,7200
400,410000,42000,20000,51200,15200
800,820000,52000,30000,102400,32000
1600,1640000,72000,50000,204800,67200
3200,3280000,112000,90000,409600,140800
