4,2008000,40000,18000,256000,84000
8,2016000,48000,26000,256000,84000
16,2032000,64000,42000,256000,84000
32,2064000,96000,74000,256000,84000
64,2128000,160000,138000,256000,84000
128,2256000,288000,266000,256000,84000
256,2512000,544000,522000,256000,84000
512,3024000,1056000,1034000,256000,84000
